Field1_text,Text
Kuldip Yadav ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Shikhar Dhawan ,Delhi Capitals
Prithvi Shaw ,Delhi Capitals
Shreyas Iyer ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Ripal Patel ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Anrich Nortje ,Delhi Capitals
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Tim Southee ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Shivam Mavi ,Kolkata Knight Riders
Virat Kohli (c),Royal Challengers Bangalore
Devdutt Padikkal ,Royal Challengers Bangalore
K.s Bharat (wk),Royal Challengers Bangalore
Glenn Maxwell ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Dan Christian ,Royal Challengers Bangalore
Shahbaz Ahmed ,Royal Challengers Bangalore
George Garton ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Evin Lewis ,Rajasthan Royals
Yashasvi Jaiswal ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Shivam Dube ,Rajasthan Royals
Glenn Phillips ,Rajasthan Royals
David Miller ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Akash Singh ,Rajasthan Royals
Mayank Markande ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Rohit Sharma (c),Mumbai Indians
Quinton De Kock (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jayant Yadav ,Mumbai Indians
Nathan Coulter-nile ,Mumbai Indians
Trent Boult ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Tim Seifert ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Tim Southee ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Shivam Mavi ,Kolkata Knight Riders
Jason Roy ,Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Kane Williamson (c),Sunrisers Hyderabad
Priyam Garg ,Sunrisers Hyderabad
Abhishek Sharma ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Evin Lewis ,Rajasthan Royals
Yashasvi Jaiswal ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Mahipal Lomror ,Rajasthan Royals
Liam Livingstone ,Rajasthan Royals
Riyan Parag ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Kartik Tyagi ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Nathan Coulter-nile ,Mumbai Indians
Trent Boult ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Tim Southee ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
Sandeep Warrier ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Jason Roy ,Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Priyam Garg ,Sunrisers Hyderabad
Kane Williamson (c),Sunrisers Hyderabad
Abhishek Sharma ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Virat Kohli (c),Royal Challengers Bangalore
Devdutt Padikkal ,Royal Challengers Bangalore
K.s Bharat (wk),Royal Challengers Bangalore
Glenn Maxwell ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shahbaz Ahmed ,Royal Challengers Bangalore
Dan Christian ,Royal Challengers Bangalore
Kyle Jamieson ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Sam Curran ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Josh Hazlewood ,Chennai Super Kings
David Warner ,Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Kane Williamson (c),Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Kedar Jadhav ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Khaleel Ahmed ,Sunrisers Hyderabad
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Shreyas Iyer ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Lalit Yadav ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Anrich Nortje ,Delhi Capitals
Virat Kohli (c),Royal Challengers Bangalore
Devdutt Padikkal ,Royal Challengers Bangalore
K.s Bharat (wk),Royal Challengers Bangalore
Glenn Maxwell ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Tim David ,Royal Challengers Bangalore
Wanindu Hasaranga ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Navdeep Saini ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Rohit Sharma (c),Mumbai Indians
Quinton De Kock (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Ishan Kishan ,Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Adam Milne ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Shikhar Dhawan ,Delhi Capitals
Prithvi Shaw ,Delhi Capitals
Shreyas Iyer ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Anrich Nortje ,Delhi Capitals
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Aiden Markram ,Punjab Kings
Deepak Hooda ,Punjab Kings
Fabian Allen ,Punjab Kings
Ishan Porel ,Punjab Kings
Harpreet Brar ,Punjab Kings
Mohammad Shami ,Punjab Kings
Adil Rashid ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Josh Hazlewood ,Chennai Super Kings
Mayank Agarwal (c),Punjab Kings
Prabhsimran Singh (wk),Punjab Kings
Chris Gayle ,Punjab Kings
Dawid Malan ,Punjab Kings
Deepak Hooda ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Harpreet Brar ,Punjab Kings
Chris Jordan ,Punjab Kings
Riley Meredith ,Punjab Kings
Ravi Bishnoi ,Punjab Kings
Mohammad Shami ,Punjab Kings
Jos Buttler ,Rajasthan Royals
Yashasvi Jaiswal ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Anuj Rawat ,Rajasthan Royals
David Miller ,Rajasthan Royals
Riyan Parag ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Kartik Tyagi ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Jimmy Neesham ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Dhawal Kulkarni ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Kl Rahul (c),Punjab Kings
Prabhsimran Singh (wk),Punjab Kings
Chris Gayle ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Deepak Hooda ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Riley Meredith ,Punjab Kings
Ravi Bishnoi ,Punjab Kings
Mohammad Shami ,Punjab Kings
Chris Jordan ,Punjab Kings
Harpreet Brar ,Punjab Kings
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Steve Smith ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Lalit Yadav ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jayant Yadav ,Mumbai Indians
Nathan Coulter-nile ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Sam Curran ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Lungi Ngidi ,Chennai Super Kings
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Steve Smith ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Axar Patel ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Amit Mishra ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Chris Gayle ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Deepak Hooda ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Moises Henriques ,Punjab Kings
Ravi Bishnoi ,Punjab Kings
Mohammad Shami ,Punjab Kings
Chris Jordan ,Punjab Kings
Arshdeep Singh ,Punjab Kings
David Warner (c),Sunrisers Hyderabad
Jonny Bairstow (wk),Sunrisers Hyderabad
Kane Williamson ,Sunrisers Hyderabad
Virat Singh ,Sunrisers Hyderabad
Kedar Jadhav ,Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Abhishek Sharma ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Jagadeesha Suchith ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Khaleel Ahmed ,Sunrisers Hyderabad
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Sam Curran ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Imran Tahir ,Chennai Super Kings
Jos Buttler ,Rajasthan Royals
Yashasvi Jaiswal ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Shivam Dube ,Rajasthan Royals
David Miller ,Rajasthan Royals
Riyan Parag ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Jaydev Unadkat ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Chris Gayle ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Deepak Hooda ,Punjab Kings
Moises Henriques ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Fabian Allen ,Punjab Kings
Ravi Bishnoi ,Punjab Kings
Mohammad Shami ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Virat Kohli (c),Royal Challengers Bangalore
Devdutt Padikkal ,Royal Challengers Bangalore
Shahbaz Ahmed ,Royal Challengers Bangalore
Glenn Maxwell ,Royal Challengers Bangalore
Ab De Villiers (wk),Royal Challengers Bangalore
Washington Sundar ,Royal Challengers Bangalore
Kyle Jamieson ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Kane Richardson ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Shubman Gill ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Pat Cummins ,Kolkata Knight Riders
Kamlesh Nagarkoti ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Chris Gayle ,Punjab Kings
Deepak Hooda ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Moises Henriques ,Punjab Kings
Fabian Allen ,Punjab Kings
Murugan Ashwin ,Punjab Kings
Mohammad Shami ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Steve Smith ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Lalit Yadav ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Amit Mishra ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Sam Curran ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Steve Smith ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Chris Woakes ,Delhi Capitals
Lalit Yadav ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Lukman Meriwala ,Delhi Capitals
Virat Kohli (c),Royal Challengers Bangalore
Devdutt Padikkal ,Royal Challengers Bangalore
Rajat Patidar ,Royal Challengers Bangalore
Glenn Maxwell ,Royal Challengers Bangalore
Ab De Villiers (wk),Royal Challengers Bangalore
Washington Sundar ,Royal Challengers Bangalore
Shahbaz Ahmed ,Royal Challengers Bangalore
Kyle Jamieson ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Rohit Sharma (c),Mumbai Indians
Quinton De Kock (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Ishan Kishan ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Adam Milne ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Chris Gayle ,Punjab Kings
Nicholas Pooran ,Punjab Kings
Deepak Hooda ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Jhye Richardson ,Punjab Kings
Murugan Ashwin ,Punjab Kings
Mohammad Shami ,Punjab Kings
Riley Meredith ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Manan Vohra ,Rajasthan Royals
Jos Buttler ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Shivam Dube ,Rajasthan Royals
David Miller ,Rajasthan Royals
Riyan Parag ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Jaydev Unadkat ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
David Warner (c),Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Jonny Bairstow ,Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Shahbaz Nadeem ,Sunrisers Hyderabad
T Natarajan ,Sunrisers Hyderabad
Shubman Gill ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Pat Cummins ,Kolkata Knight Riders
Harbhajan Singh ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Manan Vohra ,Rajasthan Royals
Ben Stokes ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Jos Buttler ,Rajasthan Royals
Shivam Dube ,Rajasthan Royals
Riyan Parag ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Shreyas Gopal ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
David Warner (c),Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Jonny Bairstow ,Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Mohammad Nabi ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
T Natarajan ,Sunrisers Hyderabad
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Sam Curran ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Rohit Sharma (c),Mumbai Indians
Chris Lynn ,Mumbai Indians
Ishan Kishan (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Marco Jansen ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Trent Boult ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
